# v        v_err    sigma    sigma_err
 -99.587    5.207  191.424    5.209
 -97.309    7.618  223.417    7.387
 -64.682    9.272  234.391    8.762
 -92.294    8.212  200.912    8.145
 -78.457    7.481  196.399    7.570
 -88.793    6.419  218.772    6.282
-103.312    7.589  214.406    7.469
-108.838    6.464  193.777    6.480
 -61.243    5.374  219.876    5.367
 -35.383    9.990  222.781    9.780
 -68.568    9.713  232.982    9.154
 -49.192    6.849  208.196    6.945
  -7.376    8.967  205.340    8.909
 -78.972    8.114  196.643    8.076
-100.900    7.973  216.263    7.730
  13.586    7.707  196.251    7.833
  -3.306    6.891  214.715    6.817
 -55.926    7.757  189.114    7.923
 -30.738    8.755  214.063    8.703
 -81.808    8.016  197.834    7.962
 -23.714    8.018  205.210    8.003
 -16.024    6.691  212.450    6.826
  43.311    8.657  219.312    8.525
 -26.493    9.084  209.232    9.248
  -0.620    8.634  216.199    8.567
  60.001    6.941  213.737    6.817
  35.878    8.352  220.321    8.071
 -45.282    8.606  189.468    8.631
  64.098    5.690  205.391    5.756
 -29.542    9.505  208.625    9.351
  77.589    6.383  204.509    6.339
   5.258    6.527  214.477    6.494
  42.687    8.611  204.827    8.560
 -35.451    7.887  195.555    8.006
  23.224    8.405  186.963    8.590
  22.681    7.371  188.403    7.659
  47.788    7.712  203.755    7.584
  70.699    7.638  220.914    7.527
 -43.254    8.994  203.332    8.967
  -7.198    8.651  214.616    8.377
  30.759    8.553  230.846    8.276
  95.880    5.487  212.060    5.404
 -50.159    9.342  217.495    9.050
 -19.121    7.258  215.770    7.101
 -66.434   10.582  208.582   10.679
 -71.691    8.505  197.184    8.479
   2.784    8.276  208.327    7.993
 -64.031    8.742  196.380    8.820
 -45.974    8.646  214.025    8.267
 -72.184    8.467  214.517    8.275
 -87.182    7.818  206.452    7.711
 -96.539    8.154  198.148    8.165
 -83.413   10.549  232.147   10.112
 -99.700    8.417  216.972    8.258
 -71.172   10.020  215.112   10.130
 -42.265    6.795  206.415    6.888
-103.166    8.686  217.042    8.481
 -72.068    8.318  192.177    8.430
 -67.764   11.215  226.748   11.050
 -99.028    8.291  230.672    7.917
-116.335    7.785  230.693    6.982
 -99.267    6.782  208.911    6.714
 -27.536    6.781  215.222    6.723
 -69.173   10.562  227.542   10.341
-105.175    9.056  226.585    8.977
 -84.094    8.313  219.071    8.245
 -83.912    9.079  216.500    8.926
 -63.914    8.568  209.146    8.503
  11.169    9.628  217.893    9.505
 -80.596    6.946  234.111    6.727
 -40.105   10.117  240.160    9.546
 -53.786   11.052  231.239   10.609
-106.470    7.612  215.704    7.457
 -99.630    9.299  234.667    8.908
 -49.482    8.814  208.825    8.800
 -70.748    7.569  177.008    7.716
 -96.275    7.586  224.527    7.341
-104.118    8.819  212.882    8.599
 -86.433    9.329  228.211    9.313
 -87.933    7.086  227.657    6.719
-102.642    8.525  209.917    8.555
 -72.201    9.829  234.020    9.470
 -68.831    8.824  220.423    8.391
  -1.520    9.063  216.632    9.003
 -44.142    8.528  188.647    8.711
 -86.234    8.934  199.906    8.852
 -29.255    9.150  204.361    9.119
 -13.439    8.398  214.284    8.360
  31.347    8.204  199.783    8.403
 -73.253    6.011  216.882    5.865
 -25.537    4.789  214.054    4.779
 -71.361    5.706  215.334    5.643
 -15.405    4.640  212.233    4.722
 -86.940    5.465  204.630    5.451
 -92.775    6.459  218.038    6.305
 -40.152    4.615  213.346    4.594
   4.963    5.136  223.968    5.027
 -74.151    6.225  226.677    6.163
 -10.566    5.031  221.974    4.978
  71.684    4.521  203.503    4.532
-108.958    7.019  202.745    7.058
 -30.092    4.874  221.749    4.916
  78.381    5.103  227.536    4.955
  76.526    4.814  213.097    4.718
  82.473    6.390  213.772    6.273
  43.738    4.540  219.876    4.548
  80.068    5.171  216.237    5.097
  66.545    4.721  220.722    4.600
  62.444    6.738  209.791    6.590
 -64.042    4.955  204.291    5.005
  84.961    5.193  198.891    5.151
  80.614    5.259  234.277    4.893
 -11.978    5.538  238.079    5.438
  67.902    6.436  224.605    6.264
  71.624    4.717  225.823    4.584
  59.110    4.714  247.591    4.407
  91.544    6.255  234.181    6.213
  24.385    8.861  231.693    8.538
  21.626    4.892  226.511    4.840
 -49.797    5.217  222.422    5.205
-109.840    7.133  208.696    7.194
 -89.442    6.158  216.491    5.969
  24.275    5.119  239.027    4.926
  89.309    5.256  211.487    5.169
  65.744    5.087  235.382    4.923
  73.957    6.002  212.892    5.903
  82.344    6.905  233.901    6.716
 -90.616    9.696  235.160    9.541
-106.252    7.339  200.743    7.191
   1.458    5.345  242.174    4.982
 -70.893    5.469  209.059    5.612
  -5.888    4.714  208.763    4.694
  45.955    8.658  219.944    8.589
  83.280    5.635  222.499    5.455
  61.319    4.870  230.830    4.735
  97.517    5.449  208.904    5.436
  43.846    7.520  205.957    7.518
  90.792    5.687  210.573    5.613
  43.014    4.700  222.126    4.602
  45.090    4.333  227.156    4.234
 -67.209    6.075  226.025    6.008
  37.412    8.696  227.006    8.443
  13.199    9.752  230.582    9.154
  50.151    7.799  223.241    7.418
  31.989    8.372  210.935    8.442
  19.925    8.365  200.053    8.298
  19.635    9.111  220.602    8.779
   8.467    8.305  192.572    8.258
  23.022    8.935  211.644    8.869
   2.415    6.074  191.792    6.126
  21.068    9.689  216.916    9.636
  58.008    6.367  216.314    6.256
  88.900    5.055  209.262    4.905
 -49.201    5.771  223.551    5.699
  60.117    4.836  240.028    4.674
 -50.194    7.690  197.385    7.705
  53.138    6.903  203.840    6.811
  10.331    8.248  197.436    8.215
  -5.586    8.289  185.553    8.496
  32.306    8.895  228.285    8.531
 -24.665    9.682  226.997    9.474
  62.621    7.345  219.252    7.324
  -2.709    8.972  232.799    8.572
  21.052    7.529  203.214    7.445
 -20.707    8.685  199.212    8.741
 -58.388    4.810  218.111    4.726
   6.774    6.820  213.711    6.791
 -45.039    6.430  199.952    6.475
 -28.683    8.384  202.509    8.240
  17.056    8.615  213.185    8.628
  64.631    7.367  232.975    7.044
  91.662    5.424  203.184    5.521
  53.140    7.091  196.222    7.050
  15.949    8.633  203.654    8.503
  72.749    6.162  235.636    5.714
 -51.677    6.238  196.636    6.242
  73.472    5.878  197.005    5.995
  80.849    6.209  221.480    6.132
   1.089    5.540  191.032    5.675
 -26.975    9.116  222.238    8.825
 -54.125    8.099  182.323    8.535
  23.512    9.230  228.327    8.980
  42.350    9.400  226.599    9.168
  53.198    7.445  227.822    7.209
  20.707    8.174  209.017    7.944
  91.505    5.182  202.156    5.133
  79.589    5.706  219.971    5.634
 -29.453    9.663  219.724    9.712
  71.318    6.427  227.142    6.129
  17.319    9.252  194.327    9.465
  29.381    8.879  222.271    8.516
 -26.680    8.563  208.597    8.533
  33.613    7.592  206.408    7.480
  -2.491    5.875  195.919    6.017
  56.160    8.793  215.378    8.644
 -35.976    8.241  177.841    8.458
  82.658    6.256  197.549    6.313
  30.560    9.284  223.810    9.126
 -17.382    9.535  235.488    8.738
  67.144    7.374  204.185    7.205
 -50.993    9.549  211.928    9.551
  59.818    4.660  230.955    4.516
 -45.927    8.859  189.605    9.136
 -72.143    8.728  216.388    8.691
 -78.369    8.965  213.314    8.801
 -67.271    7.083  193.062    6.997
  -0.041    5.183  232.987    5.001
 101.173    5.877  223.149    5.677
  56.436    4.372  223.436    4.260
  28.573    5.280  238.865    5.111
-113.218    7.575  196.554    7.477
 -54.434    5.801  222.169    5.651
 -97.652    7.327  211.746    7.300
 -77.985    5.765  213.799    5.601
 -87.220    8.768  217.753    8.486
  21.536    5.359  232.467    5.232
 -55.333    8.597  217.413    7.780
-106.870    7.825  222.166    7.742
 -90.635    5.714  202.892    5.692
 -69.767    9.780  215.823    9.827
 -72.287    8.036  243.785    7.771
 -91.730    6.654  199.461    6.796
 -87.047    8.217  212.203    8.302
 -91.169    7.005  219.514    6.842
 -90.538    7.455  224.721    7.403
-115.526    8.938  212.614    8.742
 -97.228    8.456  219.612    8.262
 -26.135    4.960  225.066    4.952
  40.808    4.541  211.454    4.485
 -32.979    4.625  210.790    4.639
 -22.017    4.874  214.740    4.834
-100.495    7.249  213.871    7.196
 -95.761    7.332  222.499    7.190
-112.655    7.664  210.958    7.445
 -48.676    5.397  222.069    5.241
 -96.347    9.223  234.456    8.804
-107.416    7.401  207.693    7.470
 -78.074    5.972  233.924    5.613
 -34.509    5.266  230.073    5.154
-106.456    7.464  221.386    7.451
 -90.239    6.733  210.487    6.614
 -95.959    9.721  226.006    9.440
 -71.144    8.793  208.308    8.876
 -97.631    9.267  221.291    9.008
 -17.776    5.248  225.160    5.107
 -93.727    7.909  227.639    7.752
 -79.459    6.488  223.136    6.324
   1.543    5.265  221.835    5.177
  67.124    4.097  210.589    4.071
  82.725    5.789  210.196    5.728
-101.999    6.924  198.785    7.116
 -76.971    6.607  212.009    6.624
 -93.870    8.890  225.038    8.714
 -49.867    4.612  205.551    4.738
 -82.568    7.942  200.888    7.815
 -64.953    6.010  224.023    5.958
 -95.810    7.062  219.910    6.695
 -79.323    5.540  211.195    5.568
 -82.819    9.020  233.751    8.703
  -7.377    5.381  233.119    5.301
 -67.390    8.647  204.561    8.549
 -74.758   10.810  245.031   10.375
 -67.602    8.530  193.783    8.554
 -51.067    9.389  200.441    9.597
-115.317    6.739  195.761    6.656
 -77.153    6.243  213.035    6.147
 -55.014    7.319  215.431    7.316
 -61.954    8.957  205.281    9.112
 -37.763    6.511  200.527    6.560
 -61.834    9.157  202.344    9.349
-100.443    9.587  251.578    8.809
 -91.606    9.814  240.315    9.447
 -64.419    8.469  217.889    8.234
 -55.807    6.622  205.562    6.578
 -81.973    8.032  181.354    8.210
 -56.109    9.886  239.234    9.074
 -82.295    8.662  202.401    8.413
 -94.964    8.837  249.046    8.149
 -97.117    7.736  229.929    7.257
-103.608    8.620  224.791    8.335
 -97.012    7.869  201.718    7.771
 -58.069    9.007  185.914    9.054
 -68.677    9.957  225.034    9.845
 -95.221    8.214  244.675    7.882
 -86.338    5.895  207.363    5.967
 -62.155    4.993  202.998    5.045
 -70.154    6.348  227.779    6.254
 -84.633    5.855  203.728    5.827
 -42.858    5.727  226.748    5.519
  39.099    4.935  244.377    4.607
 -18.065    7.654  199.910    7.722
 -95.593    9.417  220.995    9.304
 -37.233    9.025  189.241    9.107
 -80.556    8.911  226.620    8.559
 -48.273    8.433  199.132    8.575
 -55.846    7.937  198.109    7.916
 -50.720    8.453  184.379    8.749
 -78.634    8.753  199.784    8.817
 -18.471    9.874  222.903    9.827
 -60.168    8.888  207.591    8.812
 -45.970    8.261  200.740    8.283
 -96.429    9.072  216.459    8.766
 -90.264    8.460  205.049    8.482
 -99.696    8.258  214.001    8.143
-114.876    6.824  195.427    6.809
 -34.979    8.990  212.612    8.796
  20.807    7.038  206.209    7.055
 -11.480    7.088  182.234    7.363
  -5.554    6.712  201.595    6.835
 -44.127    9.124  211.658    9.121
 -93.758   10.092  214.463   10.043
-102.117   10.103  246.345    9.703
 -88.066    8.293  209.494    8.419
 -93.634    7.781  226.897    7.862
-104.744    7.344  222.558    7.263
 -87.181    7.653  202.490    7.623
 -34.321    5.941  215.445    5.909
 -77.407    9.070  222.432    8.895
 -28.970    8.385  193.865    8.425
 -86.101    8.727  225.643    8.429
 -10.094    6.542  198.316    6.542
 -82.576    9.668  234.378    9.217
 -97.979    7.545  203.795    7.430
 -72.868    8.964  204.276    8.915
 -39.814   10.134  236.821    9.862
 -79.514   10.885  236.812   10.634
 -48.039    6.247  194.303    6.263
 -71.184    8.145  199.338    8.169
 -21.588    8.504  213.908    8.209
-105.019    7.375  213.618    7.173
 -35.780    7.609  236.810    7.430
 -93.029    9.469  222.020    9.315
  -5.222    9.909  213.876    9.851
  15.686    9.466  222.546    9.403
 -16.380    7.490  183.219    7.506
  14.559    7.692  229.995    7.507
 -94.817    9.128  227.318    9.157
-114.245    8.249  210.488    8.358
 -76.738    6.144  207.234    6.132
-105.630    7.261  211.136    7.271
 -47.217    8.436  204.127    8.459
 -65.504    8.836  203.743    8.884
  40.923    8.415  214.986    8.337
   1.388    8.831  195.860    9.018
 -37.234    8.768  195.540    8.830
 -85.837    8.721  202.396    8.758
-106.660    7.173  201.592    7.263
 -83.612    5.825  208.073    5.786
 -76.218    8.222  184.145    8.397
   9.231    8.746  207.891    8.626
 -27.398    8.534  223.995    8.294
 -67.839    6.705  201.465    6.661
 -61.157    8.793  192.342    8.957
  12.164    8.929  201.239    8.884
  19.779    8.349  199.161    8.247
 -63.178    9.527  226.916    9.504
 -72.178    8.220  199.613    8.204
 -66.992    6.140  221.196    6.139
 -69.359    6.949  200.834    7.048
 -49.193    9.943  225.571    9.770
  -3.272    9.272  230.314    8.807
 -18.796    9.535  217.317    9.583
  31.311    5.945  195.956    5.887
  23.579   10.181  237.630   10.028
  34.760    8.891  215.434    8.911
 -85.851    7.509  178.608    7.793
 -52.953    8.482  200.114    8.504
 -98.556    9.764  237.855    9.341
-114.744    7.536  200.182    7.496
 -98.100    7.774  201.097    7.779
 -31.034    8.204  190.832    8.349
 -25.682    8.247  201.001    8.063
   7.145    9.253  220.250    9.021
  19.528   10.382  230.055   10.223
  47.073    7.598  211.433    7.462
 -53.901    5.856  202.225    5.911
  28.937    9.418  237.226    9.121
  52.299    7.692  216.803    7.436
   1.731    5.663  212.839    5.593
 -30.107    8.884  192.608    8.936
 -64.639    5.312  220.054    5.240
 -27.160    9.176  210.391    8.932
 -37.008    6.856  204.664    6.884
 -49.895   10.275  218.232   10.262
 -40.200    9.031  210.602    8.787
 -13.491    6.394  200.495    6.437
  26.853    8.455  197.397    8.384
 -36.757    8.033  186.393    8.273
  73.156    6.140  207.190    6.135
 -78.563    6.578  197.877    6.727
 -34.535   10.305  224.264   10.315
 -21.469    8.985  199.218    8.963
  77.826    6.165  219.147    6.067
 -80.390    6.235  196.564    6.279
 -76.359    9.208  208.250    9.218
  24.158   10.012  217.877    9.744
  50.862    8.186  196.017    8.373
 -72.713    8.413  197.522    8.655
  34.541    9.432  213.466    9.399
-100.262    6.188  209.239    6.051
-106.437    9.264  225.553    9.030
 -80.058    7.968  201.154    7.983
 -88.917    9.228  228.356    8.853
-107.937    9.553  241.940    8.643
-116.084    7.157  200.989    7.012
 -33.700    5.014  213.790    4.900
 -67.963   11.417  236.405   11.155
 -19.153    6.673  211.219    6.642
 -85.743    8.505  213.398    8.532
 -10.992    7.138  175.071    7.282
 -19.357    9.426  223.000    9.365
 -53.096    6.479  197.332    6.730
 -51.282    3.876  197.368    3.888
  -4.206    5.982  193.375    6.092
  28.784    7.619  194.301    7.722
  71.520    6.440  191.768    6.570
  10.659    9.053  224.803    8.823
  69.612    7.636  213.443    7.482
  77.029    5.565  206.099    5.512
  63.695    6.984  208.547    6.812
  -4.567    6.747  206.376    6.761
  72.512    5.723  212.743    5.607
  47.746    7.726  217.358    7.752
 -83.311    7.882  210.761    7.889
 -88.168    9.464  227.324    9.243
 -74.662    8.979  245.150    8.845
 -79.971    8.433  190.978    8.513
 -87.168    7.203  222.080    7.177
-101.385    7.262  232.544    7.218
 -86.543    7.112  214.409    7.149
 -97.033    6.940  212.678    7.039
-103.826    9.038  217.551    8.882
-102.702    9.077  217.730    8.791
 -71.051    9.265  211.037    9.228
 -63.072    7.643  225.054    7.484
 -83.745    6.995  214.587    7.076
-100.165    7.224  218.014    7.217
 -71.558    8.470  197.557    8.565
 -96.952    9.390  225.384    9.446
 -92.587    7.500  215.337    7.382
 -94.084    8.328  197.527    8.395
-104.046    5.811  185.979    5.988
 -44.715    5.592  202.302    5.706
-100.401    7.368  225.185    7.300
 -82.636    6.018  203.676    6.049
 -74.039    5.624  214.709    5.637
 -90.565    8.226  204.298    8.086
-108.945    8.458  229.463    8.541
 -38.394    5.925  227.477    5.871
 -81.749    5.851  213.127    5.770
  92.201    4.973  211.903    4.848
  72.919    5.348  237.755    4.997
  67.603    5.113  216.665    4.991
  85.184    5.318  207.545    5.159
 -58.237    5.511  205.878    5.566
 -77.942    6.676  208.258    6.652
  -0.485    5.070  223.079    4.958
  39.631    5.096  221.247    5.077
  94.950    4.887  205.302    4.831
